Node ID,Node Title,Centrality Authority/resource x resource,Centrality Betweenness/resource x resource,Centrality Betweenness/resource x resource/[unscaled],Clique Count/resource x resource,Centrality Closeness/resource x resource,Centrality Closeness/resource x resource/[unscaled],Density Clustering Coefficient/resource x resource,Centrality Eigenvector/resource x resource,Centrality Eigenvector/resource x resource/[unscaled],Centrality Eigenvector Per Component/resource x resource,Centrality Hub/resource x resource,Centrality In-Closeness/resource x resource,Centrality In-Closeness/resource x resource/[unscaled],Centrality In Degree/resource x resource,Centrality In Degree/resource x resource/[unscaled],Centrality Information/resource x resource,Centrality Information/resource x resource/[unscaled],Centrality Inverse Closeness/resource x resource,Centrality Inverse Closeness/resource x resource/[unscaled],Centrality Out Degree/resource x resource,Centrality Out Degree/resource x resource/[unscaled],Simmelian Ties/resource x resource,Simmelian Ties/resource x resource/[unscaled],Centrality Total Degree/resource x resource,Centrality Total Degree/resource x resource/[unscaled],Component Members Weak/resource x resource,
715,urbandemocracy.blogspot.com,0.0000,0.0000,0.0000,2.0000,0.0019,0.0000,0.5200,0.0126,0.0089,0.0073,0.0226,0.0007,0.0000,0.0000,0.0000,0.0008,2.2092,0.1935,288.1677,0.0034,5.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
716,urbanecoinc.com/wordpress1,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0008,0.0006,0.0005,0.0012,0.0007,0.0000,0.0000,0.0000,0.0003,0.7984,0.1519,226.1263,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
717,usademocrazy.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
718,usliberals.about.com,0.0031,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0018,0.0013,0.0010,0.0000,0.0021,0.0000,0.0013,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
719,uwaythinks.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,160.0000,
720,vernsblog.thegillfamily.us:8180,0.0001,0.0000,0.0000,1.0000,0.0019,0.0000,0.2500,0.0013,0.0009,0.0007,0.0023,0.0021,0.0000,0.0007,1.0000,0.0003,0.7987,0.1747,260.1685,0.0007,1.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
721,virginiaprogressive.blogspot.com,0.0000,0.0009,2067.6821,3.0000,0.0019,0.0000,0.1667,0.0103,0.0073,0.0060,0.0183,0.0021,0.0000,0.0007,1.0000,0.0009,2.3467,0.2051,305.3939,0.0040,6.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
722,vocis.com/frank,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0027,0.0019,0.0016,0.0047,0.0007,0.0000,0.0000,0.0000,0.0006,1.7066,0.1698,252.8178,0.0020,3.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
723,votekerryedwards2004.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,161.0000,
724,votervirginblog.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,162.0000,
725,waitingfordorothy.blogspot.com,0.0030,0.0000,4.8234,9.0000,0.0019,0.0000,0.2083,0.0170,0.0120,0.0099,0.0279,0.0021,0.0000,0.0013,2.0000,0.0011,2.9727,0.2086,310.5939,0.0081,12.0000,0.0000,0.0000,0.0047,14.0000,1.0000,
726,wampum.wabanaki.net,0.1377,0.0006,1342.4211,5708.0000,0.0019,0.0000,0.2677,0.1210,0.0856,0.0702,0.1011,0.0021,0.0000,0.0503,75.0000,0.0013,3.5922,0.2318,345.0825,0.0282,42.0000,0.0161,24.0000,0.0393,117.0000,1.0000,
727,warandpiece.com,0.0627,0.0007,1636.5455,288.0000,0.0019,0.0000,0.2301,0.0678,0.0479,0.0393,0.0647,0.0021,0.0000,0.0242,36.0000,0.0013,3.4185,0.2217,330.0489,0.0174,26.0000,0.0054,8.0000,0.0208,62.0000,1.0000,
728,warriorsblog.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,163.0000,
729,washingtonmonthly.com,0.2551,0.0147,32659.9219,11915.0000,0.0019,0.0000,0.0970,0.1975,0.1396,0.1145,0.1129,0.0021,0.0000,0.1349,201.0000,0.0014,3.6479,0.2520,375.1828,0.0369,55.0000,0.0255,38.0000,0.0859,256.0000,1.0000,
730,watchingthewatchers.org,0.0058,0.0001,161.0820,6.0000,0.0019,0.0000,0.1094,0.0035,0.0024,0.0020,0.0007,0.0021,0.0000,0.0040,6.0000,0.0008,2.0594,0.1796,267.4783,0.0034,5.0000,0.0013,2.0000,0.0037,11.0000,1.0000,
731,waveflux.net,0.0039,0.0001,116.0543,6.0000,0.0019,0.0000,0.2727,0.0139,0.0098,0.0081,0.0191,0.0021,0.0000,0.0027,4.0000,0.0009,2.5283,0.1987,295.8747,0.0047,7.0000,0.0000,0.0000,0.0037,11.0000,1.0000,
732,weblogs.bakshi.us/redskunk,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0015,0.0011,0.0009,0.0030,0.0007,0.0000,0.0000,0.0000,0.0005,1.3287,0.1456,216.8370,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
733,werenotallincompetent.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164.0000,
734,whirlingbuffalo.com/creative-spirits.htm,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,165.0000,
735,whopundit.blogspot.com,0.0034,0.0000,3.1922,12.0000,0.0019,0.0000,0.3163,0.0226,0.0160,0.0131,0.0345,0.0021,0.0000,0.0020,3.0000,0.0011,2.9104,0.2021,300.9915,0.0074,11.0000,0.0000,0.0000,0.0047,14.0000,1.0000,
736,whoviating.blogspot.com,0.0164,0.0003,729.5314,66.0000,0.0019,0.0000,0.3416,0.0417,0.0295,0.0242,0.0563,0.0021,0.0000,0.0060,9.0000,0.0013,3.3720,0.2242,333.7991,0.0154,23.0000,0.0013,2.0000,0.0107,32.0000,1.0000,
737,whyareweback.blogspot.com,0.0174,0.0055,12136.0508,75.0000,0.0019,0.0000,0.1281,0.0397,0.0281,0.0230,0.0503,0.0021,0.0000,0.0107,16.0000,0.0013,3.4696,0.2501,372.3255,0.0201,30.0000,0.0027,4.0000,0.0154,46.0000,1.0000,
738,winnegar.blog-city.com,0.0001,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
739,winthewest.blogspot.com,0.0000,0.0000,0.0000,3.0000,0.0019,0.0000,0.2222,0.0083,0.0059,0.0048,0.0129,0.0007,0.0000,0.0000,0.0000,0.0009,2.3848,0.1922,286.1772,0.0040,6.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
740,woneffe.typepad.com,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0006,0.0005,0.0004,0.0003,0.0007,0.0000,0.0000,0.0000,0.0003,0.7985,0.1756,261.4368,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
741,wonkette.com,0.1263,0.0052,11561.6660,811.0000,0.0019,0.0000,0.0801,0.1026,0.0725,0.0595,0.0435,0.0021,0.0000,0.0752,112.0000,0.0012,3.1848,0.2222,330.8918,0.0114,17.0000,0.0000,0.0000,0.0433,129.0000,1.0000,
742,workingpapers.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,166.0000,
743,worldonfire.typepad.com/world_on_fire,0.0094,0.0000,33.6065,39.0000,0.0019,0.0000,0.3225,0.0418,0.0295,0.0242,0.0596,0.0021,0.0000,0.0027,4.0000,0.0013,3.3747,0.2193,326.5418,0.0154,23.0000,0.0000,0.0000,0.0091,27.0000,1.0000,
744,wpblog.ohpinion.com,0.0017,0.0000,16.3237,0.0000,0.0019,0.0000,0.0000,0.0012,0.0008,0.0007,0.0011,0.0021,0.0000,0.0013,2.0000,0.0003,0.7863,0.1790,266.4606,0.0007,1.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
745,wsrblood.typepad.com/wiserblog,0.0029,0.0000,0.7270,0.0000,0.0007,0.0000,0.0000,0.0023,0.0016,0.0013,0.0010,0.0021,0.0000,0.0013,2.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
746,wtf.mindsay.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,167.0000,
747,wtpm.blogspot.com,0.0029,0.0005,1023.3518,6.0000,0.0019,0.0000,0.4911,0.0228,0.0161,0.0132,0.0339,0.0021,0.0000,0.0007,1.0000,0.0011,3.0335,0.2210,329.0658,0.0087,13.0000,0.0000,0.0000,0.0047,14.0000,1.0000,
748,wynterstoner.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,168.0000,
749,x-pollen.com/many/blog.html,0.0000,0.0000,0.0000,2.0000,0.0019,0.0000,0.1200,0.0061,0.0043,0.0035,0.0106,0.0007,0.0000,0.0000,0.0000,0.0008,2.2094,0.2379,354.2687,0.0034,5.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
750,xanga.com/allegrad,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169.0000,
751,xanga.com/home.aspx?user=phknrocket1k,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,170.0000,
752,xanga.com/kerry4president,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,171.0000,
753,xianleft.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,172.0000,
754,xnerg.blogspot.com,0.1261,0.0128,28267.6387,4032.0000,0.0019,0.0000,0.2141,0.1230,0.0870,0.0713,0.1338,0.0021,0.0000,0.0490,73.0000,0.0014,3.7289,0.2751,409.6497,0.0463,69.0000,0.0262,39.0000,0.0477,142.0000,1.0000,
755,yarsrevenge.blogspot.com,0.0029,0.0000,2.6915,202.0000,0.0019,0.0000,0.3375,0.0642,0.0454,0.0372,0.1016,0.0021,0.0000,0.0007,1.0000,0.0013,3.6011,0.2408,358.5494,0.0268,40.0000,0.0000,0.0000,0.0138,41.0000,1.0000,
756,yglesias.typepad.com/matthew,0.1931,0.0010,2229.4614,2896.0000,0.0019,0.0000,0.1348,0.1374,0.0971,0.0797,0.0347,0.0021,0.0000,0.0859,128.0000,0.0011,2.9490,0.2004,298.3581,0.0087,13.0000,0.0054,8.0000,0.0473,141.0000,1.0000,
757,yoder.ru,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0004,0.0003,0.0002,0.0007,0.0007,0.0000,0.0000,0.0000,0.0003,0.7984,0.1314,195.6324,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
758,younglibs.com,0.0009,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0005,0.0004,0.0003,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
759,84rules.blog-city.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,173.0000,
760,a100wwe.blogspot.com,0.0000,0.0000,0.0000,2.0000,0.0019,0.0000,0.4000,0.0030,0.0021,0.0017,0.0054,0.0007,0.0000,0.0000,0.0000,0.0008,2.2114,0.2173,323.5018,0.0034,5.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
761,absurd-canadian.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0012,0.0008,0.0007,0.0025,0.0007,0.0000,0.0000,0.0000,0.0005,1.3286,0.1179,175.5406,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
762,ace.mu.nu,0.0496,0.0060,13289.3721,1253.0000,0.0019,0.0000,0.1200,0.0567,0.0401,0.0329,0.0566,0.0021,0.0000,0.0463,69.0000,0.0014,3.7447,0.2630,391.5662,0.0483,72.0000,0.0141,21.0000,0.0473,141.0000,1.0000,
763,aceoftrumpblog.blogspot.com,0.0031,0.0001,205.5544,8.0000,0.0019,0.0000,0.1500,0.0058,0.0041,0.0034,0.0058,0.0021,0.0000,0.0040,6.0000,0.0009,2.5214,0.2170,323.0514,0.0047,7.0000,0.0000,0.0000,0.0044,13.0000,1.0000,
764,acepilots.com/mt,0.0405,0.0009,1944.1965,236.0000,0.0019,0.0000,0.1290,0.0313,0.0222,0.0182,0.0110,0.0021,0.0000,0.0336,50.0000,0.0011,3.0730,0.2222,330.8512,0.0094,14.0000,0.0034,5.0000,0.0215,64.0000,1.0000,
765,acertainslantoflight.blogspot.com,0.0024,0.0012,2573.2969,552.0000,0.0019,0.0000,0.1703,0.0671,0.0475,0.0389,0.1080,0.0021,0.0000,0.0027,4.0000,0.0014,3.7568,0.2919,434.6670,0.0497,74.0000,0.0013,2.0000,0.0262,78.0000,1.0000,
766,achicknamedmarzi.com,0.0044,0.0000,74.0062,5.0000,0.0019,0.0000,0.2041,0.0032,0.0023,0.0019,0.0024,0.0021,0.0000,0.0027,4.0000,0.0008,2.0741,0.2155,320.9018,0.0027,4.0000,0.0000,0.0000,0.0027,8.0000,1.0000,
767,activistchat.com/blogiran,0.0190,0.0007,1507.3916,109.0000,0.0019,0.0000,0.1020,0.0217,0.0153,0.0126,0.0179,0.0021,0.0000,0.0275,41.0000,0.0011,2.9476,0.2098,312.4272,0.0081,12.0000,0.0027,4.0000,0.0178,53.0000,1.0000,
768,adeimantus.blogspot.com,0.0049,0.0011,2476.5286,12.0000,0.0019,0.0000,0.1736,0.0060,0.0042,0.0035,0.0067,0.0021,0.0000,0.0040,6.0000,0.0011,2.8846,0.2185,325.3443,0.0074,11.0000,0.0013,2.0000,0.0057,17.0000,1.0000,
769,adonai.cc,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,174.0000,
770,airjun.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,175.0000,
771,alamodispatches.blogspot.com,0.0000,0.0000,0.0000,1.0000,0.0019,0.0000,0.5000,0.0019,0.0013,0.0011,0.0027,0.0007,0.0000,0.0000,0.0000,0.0005,1.3292,0.2000,297.7690,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
772,alamonation.blogspot.com,0.0047,0.0000,79.4702,45.0000,0.0019,0.0000,0.1805,0.0143,0.0101,0.0083,0.0195,0.0021,0.0000,0.0047,7.0000,0.0013,3.3771,0.2446,364.2690,0.0154,23.0000,0.0027,4.0000,0.0101,30.0000,1.0000,
773,alarmingnews.com,0.0168,0.0026,5692.8784,495.0000,0.0019,0.0000,0.1539,0.0459,0.0325,0.0266,0.0635,0.0021,0.0000,0.0168,25.0000,0.0014,3.7156,0.2762,411.2027,0.0409,61.0000,0.0074,11.0000,0.0289,86.0000,1.0000,
774,aldaron.modblog.com,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0625,0.0014,0.0010,0.0008,0.0026,0.0007,0.0000,0.0000,0.0000,0.0007,1.9897,0.1604,238.8065,0.0027,4.0000,0.0000,0.0000,0.0013,4.0000,1.0000,
775,aldaynet.org,0.0205,0.0049,10802.1992,379.0000,0.0019,0.0000,0.0968,0.0308,0.0218,0.0179,0.0350,0.0021,0.0000,0.0309,46.0000,0.0014,3.7376,0.2750,409.5002,0.0463,69.0000,0.0195,29.0000,0.0386,115.0000,1.0000,
776,alexpelan.blogspot.com,0.0008,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0010,0.0007,0.0006,0.0016,0.0021,0.0000,0.0007,1.0000,0.0003,0.7963,0.2142,318.9018,0.0007,1.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
777,alittlemoretotheright.com,0.0073,0.0006,1351.5261,192.0000,0.0019,0.0000,0.1645,0.0312,0.0220,0.0181,0.0439,0.0021,0.0000,0.0060,9.0000,0.0013,3.6319,0.2445,363.9948,0.0295,44.0000,0.0020,3.0000,0.0178,53.0000,1.0000,
778,all-encompassingly.com,0.0073,0.0003,679.1149,99.0000,0.0019,0.0000,0.1535,0.0198,0.0140,0.0115,0.0296,0.0021,0.0000,0.0081,12.0000,0.0013,3.5424,0.2589,385.5693,0.0228,34.0000,0.0060,9.0000,0.0154,46.0000,1.0000,
779,allahpundit.com,0.0323,0.0000,0.0000,83.0000,0.0007,0.0000,0.1006,0.0196,0.0139,0.0114,0.0000,0.0021,0.0000,0.0262,39.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0131,39.0000,1.0000,
780,allthingsmark.com,0.0008,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0010,0.0007,0.0006,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
781,alphapatriot.com,0.0231,0.0036,7968.2520,578.0000,0.0019,0.0000,0.1063,0.0493,0.0349,0.0286,0.0601,0.0021,0.0000,0.0235,35.0000,0.0014,3.7432,0.2848,424.0002,0.0470,70.0000,0.0074,11.0000,0.0352,105.0000,1.0000,
782,althouse.blogspot.com,0.0376,0.0007,1571.8643,98.0000,0.0019,0.0000,0.1681,0.0292,0.0207,0.0170,0.0143,0.0021,0.0000,0.0242,36.0000,0.0010,2.6268,0.2153,320.6440,0.0054,8.0000,0.0020,3.0000,0.0148,44.0000,1.0000,
783,americaindenial.com/?q=node/feed,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,176.0000,
784,americanchronicle.blogspot.com,0.0013,0.0000,4.7456,4.0000,0.0019,0.0000,0.1944,0.0040,0.0028,0.0023,0.0066,0.0021,0.0000,0.0013,2.0000,0.0008,2.2084,0.2230,332.0187,0.0034,5.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
785,americancommentator.blogs.com/the_american_commentator_,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,177.0000,
786,americandigest.org,0.0245,0.0001,231.5764,83.0000,0.0019,0.0000,0.2314,0.0228,0.0161,0.0132,0.0111,0.0021,0.0000,0.0181,27.0000,0.0009,2.4969,0.1926,286.7435,0.0047,7.0000,0.0013,2.0000,0.0114,34.0000,1.0000,
787,americandinosaur.blogspot.com,0.0025,0.0007,1597.9092,51.0000,0.0019,0.0000,0.1489,0.0161,0.0114,0.0093,0.0236,0.0021,0.0000,0.0047,7.0000,0.0013,3.4919,0.2572,382.9192,0.0201,30.0000,0.0040,6.0000,0.0124,37.0000,1.0000,
788,americanfuture.typepad.com,0.0029,0.0001,123.3211,74.0000,0.0019,0.0000,0.2510,0.0311,0.0220,0.0180,0.0479,0.0021,0.0000,0.0027,4.0000,0.0013,3.4950,0.2309,343.8015,0.0201,30.0000,0.0000,0.0000,0.0114,34.0000,1.0000,
789,americanjihad.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,178.0000,
790,americankernel.com,0.0000,0.0000,0.0000,1.0000,0.0019,0.0000,0.1111,0.0025,0.0018,0.0014,0.0046,0.0007,0.0000,0.0000,0.0000,0.0006,1.7067,0.1840,273.9851,0.0020,3.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
791,americanreport.blogspot.com,0.0024,0.0005,1024.0778,9.0000,0.0019,0.0000,0.3056,0.0108,0.0076,0.0063,0.0170,0.0021,0.0000,0.0013,2.0000,0.0011,2.9071,0.2067,307.7438,0.0074,11.0000,0.0000,0.0000,0.0044,13.0000,1.0000,
792,americanthinker.com,0.0222,0.0000,23.1249,40.0000,0.0019,0.0000,0.1107,0.0156,0.0110,0.0091,0.0026,0.0021,0.0000,0.0215,32.0000,0.0005,1.3194,0.1798,267.6936,0.0013,2.0000,0.0000,0.0000,0.0114,34.0000,1.0000,
793,americanwarmonger.blogspot.com,0.0061,0.0045,9945.3291,70.0000,0.0019,0.0000,0.0841,0.0143,0.0101,0.0083,0.0188,0.0021,0.0000,0.0128,19.0000,0.0013,3.6073,0.2661,396.2500,0.0282,42.0000,0.0074,11.0000,0.0205,61.0000,1.0000,
794,americanworldview.tripod.com/weltansblog,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
795,americasteen.tk,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.0000,
796,amigo13.blogspot.com,0.0009,0.0000,5.8452,10.0000,0.0019,0.0000,0.3333,0.0097,0.0068,0.0056,0.0165,0.0021,0.0000,0.0013,2.0000,0.0011,2.9100,0.2232,332.3349,0.0074,11.0000,0.0000,0.0000,0.0044,13.0000,1.0000,
797,amradio.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0005,0.0003,0.0003,0.0010,0.0007,0.0000,0.0000,0.0000,0.0005,1.3286,0.0013,2.0000,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
798,andrewsullivan.com,0.1296,0.0000,0.0000,652.0000,0.0007,0.0000,0.0574,0.0852,0.0603,0.0494,0.0000,0.0022,0.0000,0.0960,143.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0480,143.0000,1.0000,
799,andrightlyso.blogspot.com,0.0001,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
800,angrychineseblogger.blog-city.com,0.0008,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0004,0.0003,0.0002,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
801,angrygwn.blogspot.com,0.0031,0.0000,110.4359,16.0000,0.0019,0.0000,0.1836,0.0117,0.0083,0.0068,0.0178,0.0021,0.0000,0.0027,4.0000,0.0011,3.0332,0.2415,359.5522,0.0087,13.0000,0.0000,0.0000,0.0057,17.0000,1.0000,
802,anncoulter.org,0.0191,0.0004,966.9175,39.0000,0.0019,0.0000,0.0579,0.0119,0.0084,0.0069,0.0026,0.0021,0.0000,0.0228,34.0000,0.0005,1.3286,0.1176,175.0739,0.0013,2.0000,0.0000,0.0000,0.0121,36.0000,1.0000,
803,annika.mu.nu,0.0109,0.0003,729.9727,35.0000,0.0019,0.0000,0.1818,0.0108,0.0077,0.0063,0.0101,0.0021,0.0000,0.0114,17.0000,0.0010,2.6420,0.2375,353.7022,0.0054,8.0000,0.0000,0.0000,0.0084,25.0000,1.0000,
804,anothervrwc.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0018,0.0013,0.0010,0.0037,0.0007,0.0000,0.0000,0.0000,0.0005,1.3286,0.1181,175.8406,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
805,antijohnkerry.blogspot.com,0.0035,0.0005,1217.3296,9.0000,0.0019,0.0000,0.1173,0.0085,0.0060,0.0049,0.0108,0.0021,0.0000,0.0047,7.0000,0.0010,2.6189,0.2071,308.3939,0.0054,8.0000,0.0000,0.0000,0.0050,15.0000,1.0000,
806,antiprotester.blogspot.com,0.0055,0.0001,190.5235,68.0000,0.0019,0.0000,0.1944,0.0208,0.0147,0.0120,0.0300,0.0021,0.0000,0.0040,6.0000,0.0013,3.4700,0.2548,379.4692,0.0188,28.0000,0.0020,3.0000,0.0114,34.0000,1.0000,
